bioid_number;0x;0y;1x;1y;2x;2y;3x;3y;4x;4y;5x;5y;6x;6y;7x;7y;8x;8y;9x;9y;10x;10y;11x;11y;12x;12y;13x;13y;14x;14y;15x;15y;16x;16y;17x;17y;18x;18y;19x;19y
0350;143.011;70.9947;196.639;73.6762;142.117;134.456;184.573;136.243;123.347;58.0344;152.396;62.0566;179.657;62.9504;214.069;59.8221;119.324;69.654;132.732;70.5478;150.608;73.6762;186.361;75.9107;204.684;74.1231;215.17;75.7865;163.568;114.345;153.736;111.663;176.529;113.451;163.568;131.774;161.781;147.863;159.754;174.853
0351;150.608;66.9726;200.215;73.6762;148.373;124.624;184.573;127.752;132.96;52.6385;161.334;61.6097;185.914;65.6319;216.303;64.738;130.05;65.1849;140.329;66.9726;155.524;69.654;191.723;73.2293;207.365;74.57;216.922;76.8377;166.697;107.194;157.312;105.407;179.21;108.535;165.803;119.261;163.568;138.478;160.887;160.823
0352;146.586;74.57;197.533;76.3576;145.692;132.221;188.595;133.115;127.369;63.3973;157.758;64.738;185.914;65.6319;216.303;64.738;124.24;76.3576;137.201;75.0169;154.63;76.3576;188.595;77.6984;205.578;76.8046;216.75;75.4638;170.719;116.132;160.44;113.451;180.104;114.345;168.037;127.752;168.484;142.947;165.803;167.527
0353;149.714;76.8046;200.662;78.5922;152.396;138.031;193.064;138.478;131.838;66.5257;162.228;69.654;191.277;69.2071;217.644;65.1849;126.922;78.5922;141.223;77.2515;156.865;79.0391;192.17;79.9329;210.047;79.0391;222.56;78.1453;172.506;119.708;163.121;116.132;183.232;115.686;171.166;133.562;171.613;149.204;170.272;178.253
0354;142.564;71.4417;191.723;73.2293;145.245;125.518;187.254;124.624;122.453;61.1628;151.949;62.9504;178.316;65.1849;208.259;62.0566;121.559;71.4417;133.179;70.9947;150.161;72.7824;183.679;73.2293;200.215;72.3355;209.827;73.2908;166.25;111.216;155.077;106.747;176.082;106.747;165.356;118.814;164.909;134.456;164.909;160.823
0355;129.603;71.4417;179.21;71.8886;134.072;125.964;176.082;126.411;110.386;61.6097;139.435;61.6097;164.462;64.738;193.958;58.9282;107.258;70.9947;119.771;71.4417;136.307;72.3355;171.166;73.2293;187.701;71.8886;199.768;69.654;153.289;108.982;141.67;105.854;164.542;105.914;153.24;121.554;152.692;137.21;152.472;160.581
0356;130.944;72.3355;181.891;72.3355;131.078;124.594;176.529;126.858;115.302;58.4813;144.351;64.2911;169.378;63.8442;195.299;57.5875;110.386;72.3355;122.9;71.8886;139.435;72.7824;173.4;74.1231;190.83;72.3355;199.321;74.1231;155.077;113.898;143.904;107.641;164.462;109.429;154.63;121.942;153.736;143.394;154.63;163.952
0357;141.67;73.6762;191.723;75.9107;141.67;129.54;187.254;129.54;123.347;63.3973;155.971;66.9726;177.422;70.9947;206.025;63.3973;119.324;72.3355;133.179;73.6762;151.055;75.4638;183.679;77.2515;201.555;75.4638;212.281;75.4638;166.697;116.132;152.396;110.323;177.869;110.77;165.803;124.177;165.803;138.925;164.909;160.823
0358;140.329;43.7334;187.701;43.2865;142.564;97.8092;185.914;96.4685;123.347;35.689;150.608;33.0076;173.4;31.22;202.002;28.5385;119.771;48.6494;130.944;45.0741;148.82;44.6272;179.657;43.7334;196.639;43.2865;207.812;44.1803;160.887;69.2071;152.842;75.0169;170.719;74.1231;161.334;90.2118;161.303;106.79;162.228;134.456
0359;135.86;52.2246;183.232;52.6715;136.754;107.641;178.316;108.088;121.677;40.9697;147.729;38.6672;165.803;42.3926;196.639;41.4988;116.643;53.5653;126.587;52.6666;143.011;53.5653;174.285;53.4155;191.277;53.1184;202.122;52.9614;153.289;81.7205;144.351;83.5082;165.356;83.9551;153.736;102.278;153.833;117.162;154.183;144.735
0360;132.285;52.2246;179.657;51.3308;134.966;106.747;173.847;104.513;115.302;44.6272;142.564;44.1803;164.937;42.0298;193.958;37.0298;114.408;55.353;123.347;53.5653;140.329;53.5653;170.719;53.1184;189.042;52.2246;201.555;53.1184;149.714;84.402;141.67;85.2958;163.121;84.402;152.842;99.1499;153.289;113.451;153.539;141.645
0361;142.564;70.9947;189.042;70.1009;148.82;124.624;187.254;122.389;125.581;61.6097;152.842;61.6097;178.763;62.0566;203.79;58.9282;123.793;72.7824;135.86;71.8886;151.055;72.7824;182.338;71.8886;196.639;70.1009;209.6;70.1009;164.909;105.854;154.183;102.725;176.975;104.066;164.909;116.579;166.25;135.796;166.697;159.036
0362;138.541;69.654;184.126;68.7602;141.67;122.389;180.998;121.942;121.559;58.9282;148.82;62.5035;170.272;60.269;199.866;57.1464;121.112;73.2293;129.603;70.1009;145.692;70.9947;176.529;70.9947;193.064;69.2071;207.365;69.654;155.524;101.384;146.586;101.384;168.484;100.491;157.758;115.239;157.758;136.243;158.205;160.376
0363;125.581;71.4417;171.166;70.1009;131.391;122.389;170.719;120.602;107.639;62.2224;135.86;62.0566;159.993;62.9504;184.126;58.9282;105.47;74.57;117.984;73.2293;132.732;71.8886;164.015;71.4417;177.869;70.1009;188.595;69.2071;149.714;104.513;138.988;103.619;159.099;103.172;150.608;116.579;150.161;130.433;151.055;154.12
0364;126.028;81.2736;180.998;80.3798;129.156;142.053;177.422;141.606;102.789;67.4195;138.988;70.9947;168.037;71.4417;199.321;66.0788;101.448;83.9551;115.302;82.1674;133.179;83.0613;172.506;82.1674;191.455;81.2118;202.449;81.2736;151.949;124.177;138.095;117.92;168.037;118.814;151.949;136.69;152.158;153.109;152.831;179.562
0365;115.749;65.6319;171.166;65.1849;119.771;129.54;165.803;130.433;99.5732;54.2264;130.944;55.7999;158.205;54.0123;186.807;51.7777;96.979;66.5257;106.364;66.9726;126.922;66.9726;162.228;66.5257;181.968;66.0792;192.17;66.5257;139.093;98.7807;131.391;103.172;151.949;103.619;139.882;121.942;140.348;139.37;140.405;171.392
0366;115.302;47.3086;169.378;47.7555;113.961;108.982;162.674;110.323;101.001;29.8792;126.475;32.5607;157.312;32.5607;185.02;30.773;95.6383;48.2025;106.811;48.6494;122.453;46.8617;160.44;47.3086;178.763;48.2025;189.489;48.2025;134.519;75.0169;126.475;77.6984;149.267;79.486;136.754;97.8092;136.754;127.752;133.179;155.907
0367;110.833;43.7334;163.568;43.7334;112.174;107.194;159.546;108.535;96.5321;32.1138;124.24;33.0076;152.396;29.8792;180.998;29.4323;93.8506;47.3086;101.001;45.9679;119.771;45.9679;154.183;45.521;175.635;45.521;189.042;46.8617;130.497;70.1009;122.006;75.4638;143.904;75.9107;131.391;94.234;133.179;125.071;130.497;156.801
0368;124.687;70.9947;171.166;70.5478;126.475;120.602;168.931;119.708;109.939;60.7159;138.386;60.4577;158.017;61.977;186.361;58.9282;103.683;75.4638;118.877;72.3355;132.285;71.8886;164.015;71.8886;178.316;70.5478;188.752;72.4382;151.502;102.278;143.011;103.172;159.099;101.384;149.714;114.345;148.82;128.646;147.48;154.12
0369;127.369;71.4417;172.953;71.4417;130.497;121.048;168.931;120.602;111.28;63.8442;138.095;62.9504;160.887;62.5035;186.361;59.3751;110.386;76.3576;121.112;73.6762;134.072;72.7824;164.909;72.3355;180.104;70.5478;189.36;69.3913;150.608;104.066;142.117;104.513;161.334;102.725;150.608;116.132;150.161;128.646;152.842;155.46
0370;138.095;59.8221;189.042;60.7159;138.988;123.283;181.445;121.048;119.096;47.9377;150.161;48.6494;174.294;48.6494;204.069;47.9634;117.09;60.7159;128.709;60.7159;145.245;61.1628;180.998;61.6097;196.639;60.7159;207.365;61.6097;163.568;95.5747;153.289;94.6809;174.294;95.1278;162.228;114.792;162.228;134.456;162.228;163.505
0371;128.263;56.6937;178.763;56.6937;130.05;117.026;175.188;113.451;111.28;43.7334;140.329;44.6272;164.462;43.7334;193.511;41.0519;109.046;57.1406;120.218;57.5875;133.625;57.5875;169.825;58.4813;187.254;56.6937;199.058;54.9292;150.608;89.318;141.223;89.318;163.568;89.318;152.396;104.513;153.289;123.283;154.183;150.097
0372;143.011;82.1674;211.387;83.0613;143.904;163.505;204.684;163.058;119.324;62.9504;155.971;64.2911;192.617;64.738;232.839;62.0566;115.749;81.7205;128.709;83.0613;152.842;83.0613;198.427;83.5082;222.113;82.6144;238.649;81.2736;168.931;129.987;154.63;125.518;187.701;125.964;169.825;146.969;170.272;185.403;172.06;218.027
0373;142.117;82.1674;204.237;81.2736;146.139;155.46;202.002;156.354;118.431;72.3355;155.077;72.7824;186.807;70.5478;227.476;71.4417;112.621;84.402;130.497;83.0613;153.736;85.7427;192.17;85.2958;215.856;82.6144;229.711;82.1674;172.06;127.305;160.44;128.646;184.126;129.093;172.506;150.544;173.4;168.868;174.741;198.81
0374;155.077;51.7777;211.834;52.6715;159.993;118.814;206.471;118.814;131.391;42.8396;170.272;40.1581;197.086;40.1581;229.264;38.3705;129.38;54.1558;146.139;53.5653;165.356;54.0123;203.343;54.0123;220.326;53.1184;233.286;53.5653;182.338;88.8711;172.06;89.318;195.746;90.2118;182.785;108.535;182.785;123.283;181.891;159.929
0375;156.418;24.9632;237.308;25.4102;163.568;106.3;226.582;105.407;132.194;9.74096;177.348;14.3289;213.175;15.1313;265.236;12.2295;126.922;28.5385;142.564;27.1978;170.272;25.8571;222.113;26.304;249.821;28.5385;267.698;30.3261;193.064;66.5257;181.891;70.9947;206.471;71.4417;194.405;101.831;194.405;125.071;195.746;160.376
0376;150.608;47.7555;230.604;48.6494;157.312;129.54;222.113;129.54;126.028;33.0076;171.166;33.0076;207.365;35.689;256.972;35.689;121.559;54.9061;137.201;50.437;164.462;49.0963;215.41;48.6494;242.671;51.7777;261.888;55.7999;185.02;82.1674;173.847;89.318;197.98;89.318;185.467;117.92;185.467;149.204;186.807;184.956
0377;189.489;111.663;235.967;108.535;196.639;161.27;234.18;160.823;170.632;100.585;199.321;99.1499;225.242;99.1499;249.821;96.4685;165.803;112.557;182.785;112.11;197.98;112.11;228.37;110.323;243.565;109.876;253.104;110.531;216.303;138.478;206.471;141.159;225.688;140.712;215.856;156.354;216.75;171.549;214.963;198.81
0378;182.338;115.239;229.264;115.239;186.361;171.996;224.795;171.102;166.697;105.854;195.299;106.747;217.197;105.854;244.459;102.278;161.781;116.132;176.082;116.132;189.489;116.132;222.56;115.686;237.755;115.686;247.14;114.792;204.237;146.522;194.852;146.522;215.41;146.969;204.237;164.398;204.684;185.85;204.237;210.877
0379;169.825;112.557;214.963;109.876;178.316;163.505;213.622;160.376;154.183;101.384;180.998;104.066;204.237;101.384;228.37;97.3623;151.949;112.557;162.674;112.557;176.082;113.004;208.259;110.77;223.454;110.323;235.074;109.429;190.383;141.159;182.338;141.606;202.896;141.606;192.617;155.013;193.511;173.337;194.852;197.47
0380;169.378;106.747;215.41;106.747;171.166;159.482;212.728;159.036;154.63;96.0216;181.445;96.9154;202.002;96.0216;229.264;95.1278;153.289;107.194;163.568;106.747;177.422;108.088;208.259;107.641;222.113;106.747;233.733;106.3;189.042;137.137;179.657;134.456;199.768;135.349;189.936;152.332;189.042;176.912;189.489;201.939
0381;189.936;96.0216;234.627;97.8092;191.723;145.181;228.37;146.522;176.082;85.2958;201.109;86.6365;220.772;87.5303;248.621;86.904;172.86;95.8316;182.785;96.4685;196.639;96.9154;227.029;98.2561;241.777;98.703;255.184;100.044;207.812;120.155;199.768;124.624;218.091;125.518;207.365;138.031;208.259;153.673;207.812;178.253
0382;185.02;98.703;228.817;98.703;184.126;152.779;221.219;152.332;168.931;87.0834;193.511;89.318;214.069;87.9772;240.436;88.4242;167.144;97.8092;174.294;99.5968;190.383;99.5968;221.219;99.5968;235.967;100.044;251.609;101.384;199.768;125.964;191.277;126.411;210.047;127.305;198.874;144.735;199.768;164.845;200.215;190.766
0383;179.21;107.641;222.56;107.641;182.785;159.929;218.091;159.482;162.228;99.5968;192.17;100.491;208.706;101.384;237.308;99.5968;161.781;108.982;172.506;108.982;185.914;109.429;215.856;108.535;229.711;108.088;242.224;107.641;200.662;138.478;191.277;136.243;210.494;137.137;199.768;151.885;199.321;173.784;199.321;197.023
0384;171.613;100.044;215.41;100.938;174.741;146.075;211.387;147.416;159.099;88.8711;182.785;91.5525;202.449;89.318;227.476;87.9772;156.71;100.921;164.909;100.491;178.316;100.938;207.365;100.491;222.113;100.491;231.498;100.491;190.383;121.495;183.232;125.518;199.768;126.411;190.83;139.372;190.83;155.46;189.489;178.7
0385;175.635;96.4685;218.985;96.4685;178.763;141.159;215.41;142.053;159.546;89.7649;187.701;87.0834;207.812;86.6365;231.498;85.2958;158.205;100.044;168.037;97.3623;181.445;96.9154;211.834;97.3623;225.688;97.3623;236.414;99.1499;194.852;115.686;187.254;119.708;203.79;121.495;194.852;134.903;195.299;150.097;193.511;173.784
0386;175.188;104.96;219.432;104.066;177.869;156.801;215.41;156.354;160.887;95.1278;186.807;97.8092;206.918;96.0216;234.18;94.6809;159.186;105.489;168.037;106.3;182.338;106.3;211.387;104.96;226.582;104.96;237.308;104.96;195.299;132.221;186.807;133.562;205.578;133.115;196.193;149.651;195.746;167.974;197.533;193.447
0387;176.975;103.619;220.772;103.172;181.445;155.907;217.197;154.567;162.228;93.3401;187.701;94.234;206.918;92.4463;235.967;91.9994;161.781;104.066;168.931;104.96;183.679;104.513;213.622;104.066;227.923;103.172;240.883;103.172;196.193;127.305;188.595;130.433;206.918;130.433;197.533;145.181;197.533;166.633;199.768;194.341
0388;126.475;117.026;169.825;118.367;127.369;167.974;165.356;168.421;112.174;108.088;139.435;109.876;155.971;108.982;182.785;108.088;110.833;116.579;119.771;117.92;134.519;117.92;162.674;117.92;176.975;118.367;187.254;119.261;146.586;142.053;137.648;144.735;156.865;146.075;146.139;160.376;145.692;183.169;143.904;206.855
0389;129.603;122.836;172.506;122.836;130.944;170.655;167.59;171.102;114.408;112.557;141.67;115.686;159.993;115.686;188.148;114.345;111.727;121.942;123.347;123.283;134.519;122.836;166.25;124.624;179.657;123.73;189.489;124.177;150.161;148.757;141.223;150.097;158.652;151.438;148.82;165.292;149.267;180.04;148.373;206.408
0390;117.537;117.473;159.993;118.814;119.324;167.974;152.842;168.421;103.236;107.194;127.816;108.535;147.926;109.429;173.4;108.535;102.342;117.92;110.833;117.92;123.793;117.92;153.736;119.261;166.25;118.814;179.21;118.814;134.519;141.159;126.028;144.288;145.245;145.628;134.519;159.482;134.519;181.828;134.966;205.514
0391;122.9;113.451;164.909;116.132;121.112;161.717;155.524;164.398;107.705;104.066;136.311;103.14;151.949;105.407;178.763;106.3;106.364;113.898;115.302;113.451;130.05;115.239;158.652;115.686;172.06;117.473;182.576;118.413;140.329;139.372;130.944;138.925;151.949;140.712;139.882;152.779;138.541;179.146;136.754;201.045
0392;119.771;109.429;162.674;109.429;121.112;156.354;157.758;157.248;106.811;100.491;133.292;98.2091;151.055;98.703;174.294;98.703;103.683;108.982;112.621;108.982;125.134;109.876;155.971;110.323;169.378;109.876;178.763;110.77;138.541;129.093;131.391;133.115;147.926;134.009;138.095;148.31;137.648;168.421;138.095;193.001
0393;132.732;92.8932;175.188;92.4463;132.732;143.841;169.378;144.288;115.302;85.2958;142.117;82.1674;163.121;82.6144;189.174;83.3229;112.633;95.0409;123.793;93.3401;139.435;93.3401;168.037;93.3401;182.338;93.3401;192.617;93.787;151.949;118.367;144.798;119.261;162.674;119.708;151.502;134.009;151.949;161.27;150.161;185.85
0394;127.369;90.2118;170.719;91.1056;122.9;139.819;166.25;142.053;112.174;79.0391;139.435;80.3798;155.077;81.7205;182.785;79.0391;107.258;91.1056;118.877;90.6587;134.519;90.6587;163.31;91.4735;180.104;92.4463;188.595;93.3401;147.033;114.345;138.095;116.132;155.971;117.026;145.692;131.774;143.904;159.036;142.564;184.956
0395;119.771;103.619;164.015;105.407;118.877;157.695;156.418;158.142;101.448;96.4685;132.285;96.4685;152.893;96.5542;179.21;96.4685;99.242;105.114;110.833;104.513;126.922;105.854;155.077;107.194;172.06;106.747;183.232;106.3;138.988;136.69;130.05;135.796;147.48;137.137;138.541;150.991;138.095;166.186;134.966;191.213
0396;103.683;96.9154;149.714;96.9154;110.833;146.522;145.245;146.075;88.6687;88.8162;117.984;87.5303;136.307;87.5303;164.015;86.6365;87.5939;98.703;96.979;97.3623;112.174;97.8092;142.117;97.3623;156.865;96.0216;167.014;97.172;126.922;125.071;117.984;126.411;136.578;126.808;127.369;140.712;127.369;154.567;126.922;181.381
0397;113.068;91.9994;157.312;91.1056;117.09;140.712;151.949;139.819;95.1914;83.9551;123.793;82.1674;148.373;81.7205;174.741;81.7205;93.4037;93.787;104.13;92.4463;120.665;92.4463;149.267;92.8932;166.697;91.1056;176.082;91.1056;136.307;118.814;125.134;119.708;147.033;120.602;135.86;134.456;136.754;147.863;134.519;179.146
0398;114.408;99.5968;160.887;99.1499;116.643;146.969;155.971;146.522;96.0852;89.7649;126.475;89.318;149.714;88.8711;178.101;90.7787;96.0852;100.491;106.364;100.491;120.665;100.044;153.289;100.044;168.484;99.5968;178.763;100.044;138.988;129.987;127.369;128.199;149.267;128.199;138.541;141.606;137.648;155.907;136.754;183.616
0399;122.006;101.831;167.59;101.831;123.793;151.885;162.674;152.779;104.13;93.787;134.966;91.9994;156.418;94.234;184.262;92.5697;101.001;102.278;113.961;102.278;128.709;102.725;160.887;103.172;175.188;102.278;185.467;102.278;144.798;134.456;135.413;132.221;154.63;132.668;143.904;146.969;143.457;160.376;141.223;187.638
0400;116.643;99.5968;161.781;100.491;122.006;147.416;155.524;150.991;99.7266;89.0765;130.05;88.4242;150.608;90.6587;178.763;90.6587;99.6604;97.8092;108.599;99.1499;124.687;100.491;154.63;100.491;168.931;101.384;181.663;101.688;137.648;130.433;129.156;129.54;147.48;129.987;138.095;143.841;136.754;156.801;134.058;183.337
0401;113.515;91.5525;158.652;91.9994;117.537;142.5;153.736;144.288;97.3949;80.5344;125.134;82.1674;145.245;82.6144;172.06;80.3798;95.291;91.4234;106.364;92.4463;120.218;92.8932;151.502;92.8932;165.803;92.8932;175.188;94.234;133.625;118.367;125.581;121.495;144.351;121.942;134.163;137.276;134.15;153.394;133.625;178.253
0402;123.793;93.3401;169.825;92.8932;131.391;143.394;165.803;143.394;109.046;83.9551;138.988;83.5082;159.546;84.8489;184.126;80.8267;106.364;93.3401;117.537;94.234;131.391;93.787;163.568;93.787;178.316;94.234;187.701;92.8932;147.48;122.389;137.201;121.942;158.893;122.47;147.033;136.243;147.48;154.567;146.586;180.04
0403;120.665;90.6587;166.697;91.1056;125.134;144.288;162.674;142.947;104.13;79.9329;133.179;80.8267;154.63;80.8267;181.891;80.8267;102.789;91.1056;113.068;91.1056;128.709;90.6587;159.546;91.9994;173.847;91.5525;183.812;90.3219;141.67;116.132;133.625;119.261;152.396;119.261;142.117;135.349;141.67;156.801;142.564;180.487
0404;120.218;89.7649;165.803;89.318;122.9;139.372;159.993;138.925;103.683;79.9329;132.732;79.0391;153.289;79.486;180.998;79.9329;100.862;90.4661;113.515;90.6587;127.816;89.7649;158.205;90.2118;172.953;90.6587;184.41;91.8896;141.67;114.345;132.732;117.026;151.949;117.473;141.67;130.433;141.67;146.075;140.776;172.89
0405;116.196;85.2958;161.334;85.7427;119.771;133.562;157.312;134.456;99.2135;75.4638;127.816;73.6762;147.926;75.0169;175.891;76.0784;98.3197;86.1896;109.046;86.1896;122.006;85.7427;153.736;86.1896;168.037;86.6365;180.876;87.3111;137.648;109.876;129.156;112.557;146.139;113.451;137.201;126.411;136.754;140.712;136.307;166.633
0406;116.643;90.6587;162.228;90.6587;118.431;140.265;156.865;140.265;101.895;79.0391;130.05;79.9329;148.373;79.486;176.082;77.6984;97.4259;89.7649;109.046;91.5525;122.9;90.6587;154.183;91.5525;170.272;91.9994;181.632;90.9206;138.541;117.026;128.709;117.473;148.82;117.92;137.201;133.562;137.201;148.31;136.936;176.879
0407;114.855;96.9154;161.781;96.9154;117.984;152.779;157.312;153.226;99.6604;85.7427;127.369;85.2958;151.502;85.7427;175.188;84.402;97.4259;97.8092;108.152;97.8092;120.665;96.9154;153.289;97.8092;169.378;97.3623;180.551;96.4685;136.754;123.73;126.922;125.964;148.82;125.964;136.307;138.925;136.307;179.593;137.201;197.917
0408;113.068;97.8092;157.758;98.2561;112.621;147.416;157.312;145.181;96.979;88.8711;126.028;89.7649;146.586;90.2118;173.847;86.6365;93.8506;99.5968;106.811;98.703;119.324;99.1499;151.502;98.703;166.25;97.3623;176.975;97.8092;136.754;129.54;124.687;125.964;148.373;126.411;135.413;139.819;135.585;162.38;136.307;183.616
0409;113.068;91.9994;158.205;91.9994;116.196;142.947;155.077;142.053;96.5321;81.7205;124.687;84.8489;145.692;81.7205;173.344;81.6946;95.6383;91.5525;105.917;93.3401;120.218;92.8932;151.055;92.4463;165.803;92.4463;176.975;91.5525;134.072;116.579;126.475;121.495;143.168;122.048;135.413;134.903;135.413;149.651;135.413;175.571
0410;111.28;87.0834;155.077;85.7427;113.515;134.009;155.524;132.221;93.8506;78.1453;123.347;77.6984;144.798;76.3576;171.613;74.57;92.063;89.318;103.236;89.318;118.431;87.9772;148.82;87.9772;161.781;86.1896;172.953;86.6365;134.966;108.088;125.581;113.451;143.011;112.557;135.413;126.858;136.754;142.5;134.367;167.877
0411;124.24;98.703;167.59;99.1499;122.9;153.673;162.674;153.673;106.811;89.7649;134.966;90.6587;156.196;88.3463;181.445;85.7427;104.576;99.1499;114.408;100.044;131.391;100.491;160.44;100.044;176.529;100.044;185.467;100.938;143.904;125.518;136.307;129.987;154.183;129.54;144.351;146.522;143.457;167.08;141.67;195.235
0412;117.09;103.172;161.781;102.725;122.9;151.438;155.971;151.885;99.6604;94.6809;128.709;93.3401;150.281;92.0759;178.137;93.8073;97.8728;103.619;110.386;104.066;125.581;104.96;154.183;104.96;170.293;103.541;179.657;102.725;138.988;130.88;130.05;133.562;148.82;134.456;138.988;146.969;137.882;161.397;137.741;186.849
0413;124.24;96.4685;168.037;97.3623;126.475;146.075;162.228;145.181;107.258;89.318;135.413;87.5303;157.48;86.6243;182.338;86.6365;105.023;97.8092;116.196;96.9154;132.285;97.3623;160.887;98.703;176.126;98.3355;186.361;97.8092;144.351;122.389;136.754;125.518;154.183;126.858;144.798;140.265;146.139;153.226;142.564;179.146
0414;117.537;94.234;160.887;93.787;121.112;143.841;156.418;144.288;100.107;85.7427;130.05;84.402;147.781;83.018;174.741;83.9551;99.3437;95.7183;109.939;94.6809;125.134;95.5747;153.736;94.6809;169.378;94.234;178.763;94.234;137.648;117.92;131.391;121.495;147.48;121.942;137.054;138.357;137.648;152.779;137.616;181.323
0415;116.643;96.9154;160.44;96.0216;120.665;145.181;155.524;142.947;101.001;87.9772;128.263;87.9772;148.863;86.7754;174.294;84.402;97.8728;97.8092;108.599;97.3623;124.24;96.9154;153.289;96.9154;168.931;96.0216;178.763;96.4685;136.307;120.602;129.603;124.177;147.48;124.624;137.648;137.584;138.988;151.885;138.095;178.253
0416;112.621;96.9154;155.971;97.3623;115.302;145.181;149.267;145.181;96.5321;87.5303;123.793;88.4242;145.129;87.208;169.378;86.1896;93.8506;97.8092;103.683;97.8092;119.771;97.8092;148.373;97.8092;165.803;97.3623;174.294;96.9154;132.732;123.283;123.793;125.518;143.011;126.858;132.285;139.819;131.838;153.226;131.391;179.593
0417;121.112;89.318;164.462;89.318;124.24;138.478;159.099;139.372;105.917;77.6984;133.179;78.5922;152.864;78.7018;177.422;76.8046;103.236;89.7649;113.961;89.7649;128.263;89.318;157.758;89.318;172.953;89.318;182.785;91.5525;142.564;110.323;134.072;115.686;151.055;115.686;141.67;132.221;141.223;146.969;139.435;175.124
0418;120.218;134.903;167.59;136.69;120.665;188.085;163.568;188.532;100.554;121.495;133.412;123.746;154.843;123.896;189.489;127.305;96.5321;134.903;111.28;135.349;129.156;137.137;158.652;138.031;177.422;138.478;190.918;138.297;143.011;165.292;133.179;167.974;149.714;167.974;142.117;182.722;142.117;198.363;139.882;222.05
0419;132.285;121.942;181.445;125.518;130.497;176.018;176.529;178.7;111.28;106.3;146.725;109.62;169.503;110.994;200.662;112.11;108.152;120.155;123.347;121.048;141.67;123.283;172.506;126.411;190.83;126.411;204.684;129.093;155.524;154.12;147.033;155.46;164.462;157.248;153.736;170.208;152.396;187.638;151.502;211.324
0420;136.754;117.473;187.701;119.708;133.179;171.996;182.785;174.677;113.515;103.619;150.69;106.145;173.206;107.285;208.706;107.194;113.515;117.026;126.922;117.026;146.139;119.261;178.763;121.495;196.639;122.389;210.759;122.855;159.993;150.991;151.055;151.885;168.931;152.332;159.546;166.186;157.7;188.842;155.524;213.558
0421;123.347;118.367;174.294;121.048;120.218;174.677;168.931;176.465;101.001;104.513;137.265;107.445;159.567;108.79;196.193;110.77;99.6604;118.367;114.408;118.814;132.285;120.602;164.909;121.942;182.785;123.283;198.874;125.518;146.139;148.31;137.201;152.779;155.077;153.226;145.692;167.08;143.808;188.745;141.67;214.005
0422;128.263;119.261;179.657;121.942;127.369;178.253;173.4;179.593;105.023;104.066;142.117;108.088;166.697;109.429;200.662;108.982;103.236;118.367;118.877;119.261;137.648;121.048;170.719;122.389;189.936;123.73;204.684;125.518;151.502;152.779;143.457;155.013;159.546;155.46;151.055;170.208;149.267;195.235;149.267;218.474
0423;122.453;117.026;174.294;119.708;122.006;177.359;168.484;178.7;99.2135;103.619;135.704;105.715;162.09;107.356;197.086;108.088;95.6383;115.239;114.408;117.473;131.838;119.261;165.356;121.495;183.679;120.602;199.439;122.551;147.033;152.779;137.648;153.673;155.077;153.673;145.245;167.974;143.904;191.213;144.106;213.931
0424;122.006;114.792;173.847;117.92;122.006;173.784;169.378;174.23;100.107;100.044;135.413;102.725;162.228;102.725;196.639;104.066;96.979;113.898;113.961;115.686;130.05;116.579;165.803;118.367;182.785;119.708;196.576;120.206;147.033;147.863;137.201;149.651;154.63;150.097;145.692;164.845;145.245;188.978;143.904;213.111
0425;130.944;108.982;184.126;114.345;130.944;166.186;175.635;167.974;109.046;92.8932;146.586;94.6809;171.166;96.9154;206.025;97.3623;106.811;106.747;120.089;108.877;140.882;110.043;173.929;113.133;195.299;115.239;207.365;115.239;155.077;138.925;146.139;141.606;163.568;143.394;154.183;157.695;153.736;182.722;152.842;205.067
0426;138.095;108.982;192.17;113.004;133.625;167.527;186.361;170.208;116.196;94.6809;153.583;96.774;178.316;99.5968;216.303;102.278;111.28;108.535;129.603;109.429;147.926;111.663;184.126;113.004;202.896;115.686;218.538;117.92;164.462;142.947;154.63;145.181;172.06;146.075;162.674;160.823;161.334;184.062;157.758;209.089
0427;110.386;127.305;163.568;135.349;100.554;184.062;148.82;192.554;86.7001;107.194;121.765;117.842;148.025;122.35;186.361;122.836;84.4656;120.602;99.2135;125.964;117.984;129.987;153.289;135.796;173.847;138.031;190.83;141.159;122.006;171.996;114.408;167.974;133.625;171.549;121.112;184.956;120.665;200.151;118.877;222.943
0428;112.174;110.323;167.59;110.323;113.515;167.974;166.25;167.527;85.3594;94.234;127.369;94.234;150.608;94.234;190.83;96.0216;83.5718;111.216;102.789;110.77;121.559;111.216;158.652;110.77;176.082;111.216;193.511;110.77;140.329;143.394;130.05;144.735;150.161;144.735;140.329;159.482;139.882;189.872;138.988;214.452
0429;124.24;111.216;182.785;113.004;124.687;172.443;179.657;172.443;96.979;89.7649;138.095;86.1896;167.144;86.6365;207.812;93.787;96.0852;108.535;113.961;110.323;136.307;110.77;172.506;111.663;192.17;113.004;209.6;111.663;151.949;142.947;143.011;145.181;162.228;145.181;151.502;162.611;151.055;193.001;151.055;221.603
0430;122.006;94.234;178.763;96.4685;120.665;155.907;172.953;156.801;97.8728;77.6984;138.12;80.3465;163.52;81.0619;203.343;84.8489;92.9568;93.3401;111.727;94.234;132.732;96.9154;168.931;98.2561;188.148;97.8092;207.812;98.2561;148.82;129.987;137.648;132.221;157.758;132.668;147.033;150.097;146.579;166.549;146.885;198.331
